task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
"Research computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control.",Automotive Engineers,37,2.27,2.0,3,1,2.0,3.0
Gather and analyze water use data to forecast water demand.,Water/Wastewater Engineers,37,2.19,2.0,4,1,1.0,3.0
Prepare final project layout drawings that include details such as stress calculations.,Transportation Engineers,37,2.16,2.0,3,1,2.0,3.0
"Conduct research into the feasibility, design, operation, or performance of robotic mechanisms, components, or systems, such as planetary rovers, multiple mobile robots, reconfigurable robots, or man-machine interactions.",Robotics Engineers,37,2.08,2.0,3,1,2.0,3.0
Conduct research on new photonics technologies.,Photonics Engineers,37,2.08,2.0,3,1,2.0,3.0
Conduct research on robotic technology to create new robotic systems or system capabilities.,Robotics Engineers,37,2.08,2.0,3,1,2.0,3.0
"Conduct analytical, environmental, operational, or performance studies to develop designs for products, such as marine engines, equipment, and structures.",Marine Engineers and Naval Architects,37,2.05,2.0,3,1,1.0,3.0
Conduct engineering research experiments to improve or modify mining and oil machinery and operations.,Petroleum Engineers,37,2.03,2.0,3,1,1.0,3.0
"Conduct feasibility studies for the construction of facilities, such as water supply systems, runoff collection networks, water and wastewater treatment plants, or wastewater collection systems.",Water/Wastewater Engineers,37,2.03,2.0,4,1,1.0,3.0
Conduct research studies to develop new concepts in the field of automotive engineering.,Automotive Engineers,37,2.03,2.0,3,1,1.0,3.0
"Communicate with customers and vendors to exchange information regarding products, materials, and services.","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",37,1.97,2.0,3,1,1.0,3.0
"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",Medical Secretaries and Administrative Assistants,37,1.92,2.0,4,1,1.0,3.0
"Finish and duplicate drawings and documentation packages according to required mediums and specifications for reproduction, using blueprinting, photography, or other duplicating methods.",Architectural and Civil Drafters,37,1.59,2.0,4,1,1.0,2.0
Provide information to the public by leading workshops and training programs and by developing educational materials.,"Forestry and Conservation Science Teachers, Postsecondary",37,1.35,1.0,3,1,1.0,2.0
Question callers to determine their locations and the nature of their problems to determine type of response needed.,Public Safety Telecommunicators,37,1.27,1.0,2,1,1.0,2.0
Gauge oil and gas production.,Wellhead Pumpers,37,1.11,1.0,2,1,1.0,1.0
"Prepare tables, graphs, fact sheets, and written reports summarizing research results.",Social Science Research Assistants,36,3.42,3.0,5,1,3.0,4.0
"Prepare and present summaries and analyses of survey data, including tables, graphs, and fact sheets that describe survey techniques and results.",Survey Researchers,36,3.31,3.0,5,1,3.0,4.0
Create project status presentations for delivery to customers or project personnel.,Project Management Specialists,36,3.25,3.0,5,1,2.75,4.0
"Prepare reports, using statistics, charts, and graphs, to illustrate planning studies in areas such as population, land use, or zoning.",Urban and Regional Planners,36,3.22,3.0,5,1,3.0,4.0
Solicit and compile listings of available rental properties.,Real Estate Sales Agents,36,3.22,3.0,5,1,2.0,4.0
"Prepare data summaries, reports, or analyses that include results, charts, or graphs to document research findings and results.",Agricultural Technicians,36,3.19,3.0,5,1,3.0,4.0
Write technical reports or prepare graphs or charts to document experimental results.,Chemical Technicians,36,3.14,3.0,5,1,3.0,4.0
Generate lists of properties that are compatible with buyers' needs and financial resources.,Real Estate Sales Agents,36,3.11,3.0,5,1,2.0,4.0
"Generate lists of properties for sale, their locations, descriptions, and available financing options, using computers.",Real Estate Brokers,36,3.06,3.0,5,1,2.0,4.0
Prepare or deliver reports or presentations of geospatial project information.,Remote Sensing Scientists and Technologists,36,3.03,3.0,5,1,2.0,4.0
Develop presentations on threat intelligence.,Penetration Testers,36,2.97,3.0,5,1,2.0,4.0
"Prepare and deliver presentations to communicate economic and environmental study results, to present policy recommendations, or to raise awareness of environmental consequences.",Environmental Economists,36,2.94,3.0,5,1,2.0,4.0
"Prepare documentation or presentations, including charts, photos, or graphs.",Remote Sensing Technicians,36,2.92,3.0,4,1,2.0,4.0
"Provide assistance with the preparation of project-related reports, manuscripts, and presentations.",Social Science Research Assistants,36,2.81,3.0,4,1,3.0,3.0
Conduct presentations on research findings for clients or at research meetings.,Industrial-Organizational Psychologists,36,2.75,3.0,4,1,2.0,4.0
"Prepare written and oral reports describing research results, using illustrations, maps, appendices, and other information.",Hydrologists,36,2.75,3.0,4,1,2.0,3.0
Prepare results of experimental findings for presentation at professional conferences or in scientific journals.,Geneticists,36,2.72,3.0,4,1,2.0,3.0
"Train, supervise, schedule, and evaluate workers.",First-Line Supervisors of Gambling Services Workers,36,2.72,3.0,4,1,2.0,3.0
"Create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables, such as population density.",Urban and Regional Planners,36,2.67,3.0,4,1,2.0,3.0
"Communicate research results through conference presentations, scientific publications, or project reports.",Bioinformatics Scientists,36,2.64,3.0,4,1,2.0,3.0
Present research findings at scientific conferences and in papers written for scientific journals.,Astronomers,36,2.64,3.0,4,1,2.0,3.0
Report experimental results by writing papers for scientific journals or by presenting information at scientific conferences.,Physicists,36,2.64,3.0,4,1,2.0,3.0
Share research findings by writing scientific articles or by making presentations at scientific conferences.,Biochemists and Biophysicists,36,2.61,3.0,4,1,2.0,3.0
Present research findings to groups of people.,Social Science Research Assistants,36,2.58,2.0,4,1,2.0,4.0
"Prepare reports or recommendations, based upon research outcomes.",Biochemists and Biophysicists,36,2.56,3.0,4,1,2.0,3.0
"Prepare technical reports and recommendations, based upon research outcomes.",Microbiologists,36,2.56,3.0,4,1,2.0,3.0
Write and present reports of research findings.,Geographers,36,2.53,3.0,4,1,2.0,3.0
"Disseminate information by writing reports and scientific papers or journal articles, and by making presentations and giving talks for schools, clubs, interest groups and park interpretive programs.",Zoologists and Wildlife Biologists,36,2.5,3.0,4,1,2.0,3.0
"Communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",Soil and Plant Scientists,36,2.47,3.0,4,1,2.0,3.0
Prepare publications and reports containing research findings.,Sociologists,36,2.47,2.5,4,1,2.0,3.0
"Disseminate research results through academic publications, written reports, or public presentations.",Political Scientists,36,2.44,2.0,4,1,2.0,3.0
Write reports on research findings and implications to contribute to general knowledge or to suggest potential changes in organizational functioning.,Industrial-Organizational Psychologists,36,2.42,2.0,4,1,2.0,3.0
"Write up or orally communicate research findings to the scientific community, producers, and the public.",Animal Scientists,36,2.42,2.0,4,1,2.0,3.0
"Prepare reports, manuscripts, proposals, and technical manuals for use by other scientists and requestors, such as sponsors and customers.",Materials Scientists,36,2.39,2.0,4,1,2.0,3.0
"Write articles, white papers, or reports to share research findings and educate others.",Industrial-Organizational Psychologists,36,2.39,2.0,4,1,2.0,3.0
"Communicate geological findings by writing research papers, participating in conferences, or teaching geological science at universities.","Geoscientists, Except Hydrologists and Geographers",36,2.36,2.0,4,1,2.0,3.0
"Conduct research on economic issues, and disseminate research findings through technical reports or scientific articles in journals.",Economists,36,2.36,2.0,4,1,2.0,3.0
Write about and present research findings for a variety of specialized and general audiences.,Anthropologists and Archeologists,36,2.36,2.0,4,1,2.0,3.0
"Prepare forecasts or briefings to meet the needs of industry, business, government, or other groups.",Atmospheric and Space Scientists,36,2.28,2.0,4,1,2.0,3.0
Prepare and submit reports describing the results of security fixes.,Penetration Testers,36,2.22,2.0,4,1,1.75,3.0
Write and publish articles in scientific journals.,"Medical Scientists, Except Epidemiologists",36,2.19,2.0,4,1,2.0,3.0
"Compile, sort, and verify the accuracy of data before it is entered.",Data Entry Keyers,36,2.14,2.0,4,1,1.0,3.0
Prepare reports or recommendations on transportation planning.,Transportation Planners,36,2.14,2.0,4,1,1.75,3.0
"Organize information for publication and for other means of dissemination, such as via storage media or the Internet.",Historians,36,2.11,2.0,3,1,2.0,3.0
Document methods used and write technical reports containing information collected.,Remote Sensing Technicians,36,2.08,2.0,3,1,2.0,2.25
Investigate property availability for purposes of development.,Urban and Regional Planners,36,2.06,2.0,3,1,1.0,3.0
Compile data from records to prepare periodic reports.,Correspondence Clerks,36,2.03,2.0,4,1,1.0,3.0
"Compile reports, charts, or graphs that describe and interpret findings of analyses.",Statistical Assistants,36,2.03,2.0,4,1,1.0,3.0
"Compile statistics from source materials, such as production or sales records, quality-control or test records, time sheets, or survey sheets.",Statistical Assistants,36,2.03,2.0,4,1,1.0,3.0
Gather information from prospective customers to identify their solar energy needs.,Solar Sales Representatives and Assessors,36,2.03,2.0,3,1,2.0,2.0
"Send samples of clients' work and other promotional material to potential employers to obtain auditions, sponsorships, or endorsement deals.","Agents and Business Managers of Artists, Performers, and Athletes",36,2.03,2.0,3,1,2.0,2.0
"Sort or classify information according to guidelines, such as content, purpose, user criteria, or chronological, alphabetical, or numerical order.",File Clerks,36,2.03,2.0,4,1,1.0,3.0
"Read catalogs, microfiche viewers, or computer displays to determine replacement part stock numbers and prices.",Parts Salespersons,36,2.0,2.0,4,1,1.0,2.25
Arrange for title searches of properties being sold.,Real Estate Brokers,36,1.97,2.0,4,1,1.0,2.0
Arrange for title searches to determine whether clients have clear property titles.,Real Estate Sales Agents,36,1.97,2.0,4,1,1.0,2.0
"Compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.","Bookkeeping, Accounting, and Auditing Clerks",36,1.94,2.0,4,1,1.0,3.0
"Write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews.",Clinical Neuropsychologists,36,1.92,2.0,3,1,1.0,2.25
"Write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews.",Neuropsychologists,36,1.92,2.0,3,1,1.0,2.25
